35.74,1.48,32.87,-5.9,33.36,2.56,-0.23,23.16,25.58,33.25,-3.02,35.03,33.19,33.19,33.19,33.19,33.19,33.19,33.19
36.26,2.18,29.74,-7.22,31.16,0,1.2,24.32,36.61,30.88,-2.8,35.39,30.7,30.7,30.7,30.7,30.7,30.7,30.7
35.95,1.6,30.45,-6.41,31.61,5.13,0.39,24.11,29.42,31.39,-2.95,34.93,31.24,31.24,31.24,31.24,31.24,31.24,31.24
33.35,1.14,36.54,-3.94,35.37,-18.49,-0.96,19.89,23.29,35.61,-2.91,35.39,35.78,35.78,35.78,35.78,35.78,35.78,35.78
36.91,3.09,37.08,-6.88,36.77,-30.85,1.75,27.16,46,36.84,-2.26,29.8,36.89,36.89,36.89,36.89,36.89,36.89,36.89
28.88,3.34,29.21,-6.48,28.87,-38.81,1.77,20.48,46.37,28.93,-2.62,23.79,28.98,28.98,28.98,28.98,28.98,28.98,28.98
31.99,3.1,29.29,-6.94,29.79,-26.02,1.86,24.33,46.26,29.69,-2.07,25.9,29.62,29.62,29.62,29.62,29.62,29.62,29.62
28,3.4,27.7,-6.56,27.61,-38.86,1.8,22.22,47.66,27.61,-2.63,20.71,27.63,27.63,27.63,27.63,27.63,27.63,27.63
27.78,3.37,27.55,-5.88,27.42,-38.86,2.04,21.94,44.36,27.44,-2.23,20.47,27.46,27.46,27.46,27.46,27.46,27.46,27.46
27.27,1.85,24.78,-3.85,25.32,-9.5,0.55,22.81,20.37,25.21,-2.44,19.16,25.14,25.14,25.14,25.14,25.14,25.14,25.14
25.37,2.77,24.21,-2.22,24.39,-19.29,0.98,21.53,14.9,24.35,-5.82,16.93,24.33,24.33,24.33,24.33,24.33,24.33,24.33
24.9,2.46,24.23,-1.85,24.26,-22.9,0.75,20.06,11.81,24.26,-6.16,17.09,24.25,24.25,24.25,24.25,24.25,24.25,24.25
24.1,2.63,24.17,-1.1,23.96,-26.52,1.33,17.68,10.85,24,-4.56,18.7,24.03,24.03,24.03,24.03,24.03,24.03,24.03
23.6,2.91,22.67,-1.08,22.75,-14.98,1.33,17.67,11,22.73,-4.39,18.59,22.73,22.73,22.73,22.73,22.73,22.73,22.73
24.17,3.66,23.9,1.85,23.78,-23.62,4.22,17.9,8.87,23.79,1.32,39.23,23.82,23.82,23.82,23.82,23.82,23.82,23.82
22.35,2.36,21.65,-1.72,21.67,-13.5,0.34,16.61,10.29,21.67,-5.31,17.84,21.66,21.66,21.66,21.66,21.66,21.66,21.66
21.68,2.49,21.64,-1.72,21.48,-15.04,0.24,15.55,10.04,21.51,-5.04,18.11,21.54,21.54,21.54,21.54,21.54,21.54,21.54
23.22,4.78,22.98,-4.67,22.86,-24.12,1.73,17.03,42.89,22.87,-3.52,20.99,22.9,22.9,22.9,22.9,22.9,22.9,22.9
22.72,4.63,22.48,-4.68,22.35,-23.43,1.65,16.08,42,22.37,-3.33,21.5,22.4,22.4,22.4,22.4,22.4,22.4,22.4
23.7,5.89,23.29,-6.24,23.21,-28.25,2.43,17.58,58.4,23.21,-3.42,22.33,23.24,23.24,23.24,23.24,23.24,23.24,23.24
22.95,4.82,22.68,-4.72,22.57,-24.42,1.79,17.06,43.36,22.59,-3.57,20.86,22.6,22.6,22.6,22.6,22.6,22.6,22.6
23.76,6.59,23.33,-6.15,23.24,-32.2,3.03,17.25,62.92,23.26,-3.84,23.06,23.27,23.27,23.27,23.27,23.27,23.27,23.27
21.55,4.3,21.64,-0.96,21.34,-24.79,2.18,11.94,20,21.41,-4.71,23.22,21.45,21.45,21.45,21.45,21.45,21.45,21.45
22.35,7.16,21.71,-6.53,21.63,-35.41,3.6,14.25,69.61,21.63,-4.45,24.75,21.66,21.66,21.66,21.66,21.66,21.66,21.66
22.49,6.75,22.04,-5.75,21.96,-33.63,3.43,16.2,63.05,21.98,-3.72,22.19,21.99,21.99,21.99,21.99,21.99,21.99,21.99
21.69,6.51,21.41,-6.16,21.18,-32.53,3.02,11.33,63.36,21.21,-3.82,27.07,21.27,21.27,21.27,21.27,21.27,21.27,21.27
21.8,2.64,23.28,-1.57,22.63,-9.37,-0.14,11.45,19.99,22.75,0.5,25.08,22.84,22.84,22.84,22.84,22.84,22.84,22.84
21.82,2.49,23.25,-3.1,22.61,-4.46,-1.3,11.88,24.89,22.74,-0.31,25.27,22.84,22.84,22.84,22.84,22.84,22.84,22.84
23.48,1.63,25.4,-1.35,24.62,5.04,-2.54,12.79,8.72,24.78,-0.23,25.72,24.91,24.91,24.91,24.91,24.91,24.91,24.91
27.76,-0.25,38.71,-1.94,35.63,12.72,-2.74,15.92,15,36.32,-1.27,29.89,36.7,36.7,36.7,36.7,36.7,36.7,36.7
24.08,1.4,33.97,-1.73,31.2,10.82,-0.22,13.13,22.25,31.8,-0.65,27.9,32.16,32.16,32.16,32.16,32.16,32.16,32.16
27.31,3.81,40.19,-5.13,37.42,13.34,0.38,11.8,53.59,38.12,-1.2,32.05,38.43,38.43,38.43,38.43,38.43,38.43,38.43
24.92,2.38,37.77,1.72,35.09,12,1.75,9.93,12.95,35.77,1.57,26.34,36.07,36.07,36.07,36.07,36.07,36.07,36.07
